Comment,Sentiment
will promise the moon next which will the same way his false promises farmers rajasthan madhya pradesh chhatisgarh that loans will written off days but instead blamed for funds,negative
"its big scheme economic survey 2016 also suggest modi govt they denied but inc will direct transfer bank account less chance for scam here
",positive
watchman ’ govt using the issue emotive tool whip hatred xenophobia their notion nationhood only hindus belong this why the modi govt takes action when comes persecution minorities some introspection india ,positive
food inflation negative and led aggreruan crisis because farmers are not getting even input prices the market and govt not procuring you agree that modi brought this aggrerian crisis ,negative
shirts and other merchandise sold our media partners are ambassador modi himself chowkidar for the store modi again himself,negative
"anyone except modi
this guy ruling our country like owns demonization and changing vat gst are the doubt the worst outcomes his tenure ",negative
dont know why opposition parties are playing modis turf avoid jumlas raise economic issues like ,positive
this the same person who cheered for modi with pompoms song and dance when lied about lakhs hailing him the visionary the century ,neutral
britishers left india 1947 but their legacy being managed these guys like mallya modi and now goyal,neutral
bloody bjp barbarians have fruitful agendas represent people except indulging provocative sensitive fueling issues like rammandirpakistanpatriotism etcwhere which was modi’ 2014 slogan  where are the jobs unemployment dancing here,negative
from where you bring money please dont use taxpayer money use your party fund for donatingthats why need modi again save our taxpayer money apki bar phir modi sarkar ,neutral
you agree under modi poor people are getting zero rupees per month,negative
but still poor will fall their trap time for modi and company fill all jan dhan accounts talking politically not rationally ,negative
the brahmastra not only against poverty but also against the bjp while modi delivered jumlas congress going implement revolutionary scheme make crore people ,neutral
zee will ensure youth sensitised about duty vote punit goenka replies narendra modi ⚡flawed⚡ ,neutral
dear ppl dont fall for this emotions comments cbn its all started trs recent assembly elections also watch this video 1224 mins kcr requesting modi that dont need anything else from centre praising modi cabinet ,neutral
congress wants most probably cancel rafale deal putting countrys security risk alternatively they will cancel all modi govt welfare schemes the same time increase taxes balance should vote for bjp ,positive
you read carefully again the reservation against are based perception perception created his opponents spending crores rupees the reservation against modi are based performance over years optimist will vote congress,negative
"chokidhars 15lac statue unity neerav mallya mehul lalit rafael
all those are tax payments which has been looted modi can offer 15lac jumla 135cr people why cant rahul offer 72000 for 5cr poor family which going implement without doubt",negative
gawd ,neutral
people always forget the migrants from congress into bjp least congress put educated and deserved people posts and ministries unlike modi who made yogi the ,negative
modi effect first time the history congress party there gandhi name the scheme after the election congress wins will called “rahul gandhi nyay yojna” ,positive
modi govt has transferred ₹ 5400 rural families @ ₹ 2000 per family first the three installments the recently announced kisan samman nidhi,positive
toh phat gayi modi aur uske chutio well done let’ also deny this all bjp supporters,neutral
"our one vote the favour modi led bjp can change and brighten the face country countrymen
let for for the very cause bharatmata",positive
you say chowkidar like ’ bad thing why scorn nepali guards the quint ,negative
vote for what did you ask modi one kashmiri pandit family has been resettled there these years any known corrupt person from congress any political party including bjp behind bars just ask these simple questions him before sending these paid tweets,negative
promise moon like modi promised lakhs,neutral
remove dumb modi ,negative
modi his ’ invented novel apparatus tube harness gutter gas thereby allowing millions make chai using gas from gutter that’ lot gas,neutral
the best minister the modi government ,positive
imran khan already take action any news about naredra modi what done protect minorities,positive
modi his lunatic gang are menaces modi used mother gain some vote power hungry sucker rssbjp bloodthirsty menace warmongers that better warrior anchors army fatigues drumming atmosphere hate violent jingoism they all sold souls devil zionist ,negative
another feather the cap modi govt imf terms india the fastest growing largest economy via ,neutral
you remove your modified blindfolds youll see above you literally ,neutral
narendra modi producer sandip ssingh turns singer for the movie ,neutral
"
modi govtfinishing bsnl benefit reliance jio",neutral
strong leader which sense going foreign countries and giving big speeches strong leadership doing one way communication man baat and not doing one press conference years being strong strong which sense bhakt sense modi great ,positive
can any party have the guts promise that governors will apolitical figure future ,neutral
many people dont want modi come back they want relevant under pappu rather than irrelevant under modi desh jaye bhad mein cant chowkidar brahmin subramanian swamy wades into another controversy via web team,positive
modi keeping eyes reachest family india your family earn money looting this country,neutral
doubt vote only for modi,neutral
"
after studying fiscal implications
and consulting many economists has announced crore poor people get 72000 per year ",positive
translate pls what said about modi,neutral
major moves are politically motivated his deft political engineering now topped with “pulwama patriotism” has muted discussion unemployment etc writes mahendra ved ,positive
always with you sir jai modi jai odisha jai jagannath,neutral
this not modi this rahul   ,neutral
always modi ,neutral
who cares about netflix janta but she says she’ not joining after bjp decided purchase her otherwise had tough competition congress party very disorganized and undisciplined modishah have turned bjp into welloiled machine ,negative
after railway tickets now boarding pass air india have modi pics airline says looking into via ,neutral
modi years failure nehru established school modi ran shakha nehru estd iit iim modi learned crime rioting ,negative
governor kalyan singh says bjp must win important for nation have modi via ,positive
but modi not player chowkidar lol,positive
modi promised the stars and gave chowkidar return take him and all back charge,neutral
have been dealing with these liars for decades gujrath shuld just wait for modi take them ,neutral
"ashwin ravichandran responds prime minister narendra modis tweet and this what said
",neutral
har har modi ghar ghar modi modi jeise imandar milna moskil haiji support modi who care ajme our modi will win once again,positive
invite you join nation with namo india’ largest volunteer network professionals who will campaign for shri narendra modi 2019 join using referral link ,neutral
congress partyopposition and left are opposing develòment modiand trying replicating here too,neutral
congi are obvious scamsters that even their announcement they took away 6months amount for their pocket ppl have been cheated bin states and modi didnt promise but already transferred 2000 another 2000 transferred april ,neutral
you are pathologically antimodi thats why you wont understand economics when modiji said all black money brought india and that time neither nirav nor mallyas and choksys corruption unearthed,negative
desh fyda krna chate please dont stand against modi,neutral
publicity minister air india boarding pass with modi’ photo kicks row airline withdraws india news the indian express via ,neutral
not jumlawazi like modi,neutral
"yes the time has come
but 1st have receive ₹ lakh from otherwise will miss ₹ lakh get ₹72000 thank you sir will not leave modi till receive amount ₹ lakh ",neutral
modi again 2019 campaign manchester ,neutral
sir sure will but think modi will the same haha hahaha,positive
yes  vote for modi this girl sold congress party for paisa daily,neutral
need capable non corrupt leader like modi the centre and ensure that need elect his representatives local level and then make them accountable take them task,positive
this mowugly must have received modis lacs staying freshly minted smart city which also has ram mandir wahin added his daily commute bullet train wonder doesnt believe helping the poorest poor indians hes calling for the bigots  ,positive
have asked modi how would lakh come into everyones account ask them there are still months,neutral
brother predicting seats are just guess work this election unique its pro and anti modi vote this scenario should complete washout massive win for modi take your guess guess modi win will bigger then 2014 ,positive
modi amit shah but behold the ocean people fadnavis has transformed into mass leader ,neutral
didnt see any big politicians are going jail big modi jee but reality politicians never jail all rules and regulations are for common citizen even court give more than times bail politician relative getting protection from arrest jai hind ,positive
after this historic announcement modi should leave for himalayas with his jhola ,neutral
hey rascal bjps lapdog  who make empty false promises 2014 was modi ✔️ ,negative
who said bjp failed create jobs our country dont you know that pakoda selling job has been created modi himself somebody not interested that job you cant blame chowkidar for that,negative
nationalist narendra modi would also appropriate,positive
indira gandhi gave slogan garibi hatao 1970s she rajiv ruled for years thereafter 10s crores still did not have toilets houses electricity until 2014 india had 125cr extreme poor per brookings study 2016 modi brought down 5cr 2018,negative
modi siphoning out public money into the pockets cronies cronies turn buying legislatorsgovernments for modi congress buying votes from poor doling out public money the pockets the poor ,negative
modi hatao only then garibi hatao will see the light the end the day else modi plans write indian mines adani oil telecom ambani ,positive
modi vaiwed lakh business man friends but you really concerned about indian farmers poor middle class women’ and youth india great leader india,positive
"
todays india aspirational where the middleclass contributing immensely nationbuilding modi govt recognising the dreams and contribution this important segment society and empowering them their endeavours
via namo app",positive
"the post using old from 2012 claim that the bjp government has succeeded cleaning the ganga much that priyanka gandhi drinking water from the river
",positive
rss you know modi rss guy and got highest civilian award saudi arabia how that feels india has thousands fault but even worst were far far better than guys leave rss had better concentrate here ,positive
firstly not bhakt love indhra gandhi rajiv gandhi and now modi never give votes for parties see who doing better developing nation and secondly files mil chuki hai lekin france deal thi disclose nahi hogi,positive
may rahul will give those who are the list modi has already madefor farmers for distribution and not disclosed the ditribution,neutral
why dont you make her one for change lolz,neutral
narendra modi attacks congress says mnrega ‘living monument’ poverty pti march 2015 was forced eat his words none other than his financial advisors now strongly believe scheme mnrega version ,positive
what your take when modis mother name was dragged congress ,neutral
modi’ schemes benefit the richest india rahul gandhi’ schemes benefit the most poor india ,positive
dont need jokerwe need strong leader like modi,positive
next ticket for nirav modi from bjp ,neutral
surendra singh typical bjp lawmaker with typical dirty mind bjprss chor chowkidaar sleeping when chor bros like lalit nirav modi fled india robbing poors their hard earned money also sleeping whn truck laden with 500 kgs rdx entered india reached army convoy,negative
bas bhi karo sab too much negativity and abusive language bhakto lets concentrate make ppl understand importance modiji ground have aadat lazy and earn money like rahul baba and his 72000 rupees dream but bhakts need karmayogi like modi,negative
should declared hate speech dont the liberals leftists pissfuls sickular lav porkistan hate india support imran khan hate modi much hate for people who say your beloved country porkistan ,negative
this very bad situation pakistanhindus must come india now the leadership modi they will live beautifully,positive
are all bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country” kalyan singh was quoted saying ,positive
all congressi leaders top middlemen were indirect beneficiaries bank loans given bank defaulters malya nirv modi choksi and many more this was situation our cuntry looting india,positive
but you people still follow modi the terrorist,neutral
modi ran newton could walk,neutral
modi said per year and rahul saying per month thats the advantage being opposition modi too had promised left right and centre and then after coming power coolly said sorry jumla tha rahul baari ,positive
spread your fake propaganda and hate for modi plz dont insult those bravehearts who fought this war for your kind information they were from 36th now the 4th battalion sikh regiment the sens youre disrespecting our indian army plz take note ,negative
rahul gandhi not liar like modi believes fulfilling what promises ,neutral
governor kalyan singh says bjp must win important for nation have modi ⚡ ,positive
yes sir supported modi jii,neutral
none will come their rescue any other than modi think all such issues should the reason for all hindus reelect modi with massive majority,negative
never question modi move giving 6000 per year,neutral
modi becomes for ever that will boon for india billion people,neutral
who care congress congress party congress private ltd company whose managing director from nehru families har har modi ghar ghar modi modi jeise imandar milna moskil haiji modi the great leader the world support modi,positive
specified 5cr family 2025cr people one family entitled for scheme will vote modi but not with andhbhakti the way city virajpet awsome place food amazing,positive
what about lakhs promised modi that may jumla bexause its modis but rahul will surely fulfill his promises eradicate povertybim india,positive
"have two options this elections choose from
… lotus
… lootus want india modified agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai
modi for vision rahul for divisionall others only for televisions ",neutral
the five fatal follies the modi doctrine foreign policy elaborates episode ,negative
modi had said these words,neutral
has the govt india led modi fulfilled any its promises giving lakhs unemployed persons india crore jobs abolish art 370 return kps black money ram mandir cong mukt bharat etc etc can anyone confirm,negative
has ever questioned modi bjp about any their schemes aka jumlas guts nahi hai but kya kare they have blow holes ragas schemes afterall paise khel hai,neutral
nopesmodi wala account reserved for lakh rupees,neutral
well those who have comprehension problem who rely lies double entendre are people like who created false hood crore jobs alkh jobs which neither modi nor any one spoken any document manifesto come with any document will paytm 1500 ,negative
middle class bhaiyonbetter scare all your relatives into voting for modivarana dena double tax,neutral
sandip ssingh the producer modi’ biopic narendra modi had allegedly assaulted minor boy from switzerland hotel mauritius march last year ,negative
going the recent news reports modi has just given lakhs and crores his crony capitalists friends either the form loans contracts lands bending rules cost comes around lakh crore rupeesyou think will burden ,neutral
naresh goyal has been allowed leave the country citizen jet airways owes thousands crores psu banks the end beneficiary ownership this company secret how was allowed operate here why modi asking psu banks fund its ops till elections,negative
pmopm narendra modi speech election speech ,neutral
sir love modi modi best prime minister india ,positive
defeat modi else will prime minister forever says arvind kejriwal ,neutral
"neighbor telling
modi has not given lakhs are waiting for that now rahul giving life time72000 per year
fokat kaa maalgarib apahiz bana dega
mehnat karna bandh karke
fokat kaa maal rah dekhenge
itnaaaaaaaaaaaaaaaaaa paisa kaha ",neutral
the student leader turned mainstream politician understands the label associated with his name even stands contest the left candidate from begusarai for the 2019 elections “modi the people” ,neutral
"modi not person
its revolution ",neutral
jane keo pearl harbour yad raha hai jab japanio meethi meethi bat aur doosre din pearl harbour per attack kiamodi unreliablehe has lost all credibility even indiahe wants muslim vote the tweetremain vigilant247,positive
they ask this question back will have hang our head shame the modi times ,neutral
tarek jiplease share this directly modi really feeling very sad for the minorities the pakistan,negative
such hate mongering muslims who create fear within their community should punished highest court authority enough drama religion such hate mongers ,negative
thank you modi sir,neutral
rahul gandhi unveils minimum income support scheme crore poor people get 72000 per year ,negative
vote modi save the future children vote modi save the future children vote modi save the future children vote modi save the future children,neutral
will for modi ,neutral
use this referral code and signup first vote for modi,positive
"
leaving aside all the hate against dynastic politics think this must have step for uplifting people living brink just want congress government for this one thing
hope modi comes with such yojna would love seeing someone getting 6kmonth ",negative
sexual assault complaint against producer sandeep singh mauritius via hrs correspondent the modi biopic seems have absolutely dodgy shady people working ,positive
sreenivasanare surprisednext will see governors shouting modi modi,neutral
guys this such heart warming gesture sponsoring the boys education without any expectations the other hand have just been informed modi bakht that modi won’ give anything for free due his caste ,positive
are all bjp workers modi should become governor kalyan singh india news this shameless person has stooped low not expected from governor idiot boot licker modi how can governer bjp worker,negative
perfectly righthe copies our every wordideology body language but cant copy pms honesty patriotism,positive
after intelligence info modi failed protect our brave soldiers life pulwama vote dete waqt yaad rkhna,positive
incurred expenses only achieved nothing over 2021 crore spent narendra modis foreign travel since 2014 ,negative
master stroke now modi will face tough fight ,negative
lol loved the sentence directly their account are actually praising modi there anyway please share calculations and the analysis just want see within what time frame thinking making india bankrupt,positive
most important thing here that this will down very nicely with the poor recently rahul gandhi fulfilled his promises and even modi promises 72000 per month then one will take the man confirmed liar ,positive
kya majboori hogi pappu paid supporter bane also specifically mentioned about you individual mentioning you accepted that you are group abusers who are targeting modi supporters for money ,neutral
there was any development last years his name would have been either modi eng modi unfortunately have chowkidaar modi ,negative
even you hate modi middle class should vote for namo all these freebies promised rahul paid and not who has given him the right splurge money for his poll promises,negative
lok sabha polls 2019 time right for narendra modi makers bet big the biopic ,positive
well done let’ not give this money all bjp and modi supporters they don’ deserve they are happy being dogs,positive
350000 for home 15000 for toilet 6000 per year for all shramikmajdoorkishanbpl itna sab pahle chuki modi govt gareeb pariwaro aap 5year late abhi bhi ,negative
really  would say even modi announces for poor there would impact antiincumbency sinks lets not break head much poll announcementsno much impact ground level,positive
howz gearing for election not much ppl for rallies need see how things gets shape once modi step ,negative
good for modi,positive
think modi has potential statesmanor bare minimum adviser even the ,positive
this the reality project started uma bharti and now hanfling ,neutral
narendra modi win for 2019 election ,positive
"days before elections dates were announced the modi government february cleared the way for adani project jharkhand become the first standalone power project india get the status and benefits special economic zone
",positive
modi please give full orop know only you can you are the best the world,positive
wonder modi received the same award sir when promised lakhs each account from black money got back from abroad wont fair didnt get then ,positive
but then modi has create jobs and rahul will just give dole ,neutral
you are correct daily temple visits should done not saying follow modis version saying hindutva the way sri krsn and chanakya finish the mlecchas not nakli hindutva,neutral
modi now needs hammer home the point that pappu will abolish every social security program and will double income tax the middle class foot the bill,positive
"have two options this elections choose from
… lotus
… lootus nice lines seen banner bangalore want india modified agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai
",positive
bad loans under mudra yojana have jumped almost per cent 1493098 crore during the first nine months the current financial year 201819 ,negative
must read this great piece published today modi’ war environment policy many ,positive
congress takes care minorities india unlike fascist narendra modi modi must resign,neutral
dear ashok thanks for your tweet can you comment when modis will the same for the oppressed minorities including christians india and indian occupied hope will never ever ,positive
statues modi iaf pilot kolkata puja stirs row business standard ,neutral
can ppl use modis existing jan dhan account new bank account should opened for this scheme ,positive
modi mocks indira gandhi rajeev gandhi their sacrifices for this country modi mocks sonia gandhi modi mocks anyone everyone for his cheap political gains sane person aware the contributions indira rajeev will ever love modi dont hypocrite,positive
today pappu has used his most destructive weapon against modi led bjp this will very difficult overcome may very well make difference between 240 bjp and 190 bjp most indian voters are gullible posted via ,negative
thread  jan this year congress rajeev gowda answered our questions about the partys announcement here are some highlights ,neutral
"this different from ubi
gowda said this targeted thing for the poor even today there poverty line forget the technicalities are concerned about the 1520 the population which still poor ",negative
"will this replace mgnrega
gowda will give you floor minimum income after that you still want work mgnrega nobody stopping you mgnrega will continue exist additional income ",neutral
"how this not dole
gowda words like dole sop populist―for those words are meaningless for govt the govt’ job provide social safety net govt’ job look after those who are left behind fallen through the cracks ",negative
again why modi opposed and what did changed except guj all states were ready for gst regarding gdp comparing with upa data upa have gdp going now its not able cross when you have better world eco growth and lower crude price why,negative
trantion summary video happy thankful modi govt meeting our reqstsn praised modi that national highways were national avg now they natl avg praised new railway lines overall said dont want anything else except modis blessings,positive
and who going foot the bill for itworking class taxpayer kudos modi who keeps falling the trap the idiot rahul gandhi doomed country,negative
its responsibility hit them where hurts most dont banana state like beloved country india was b4pm modi whole world respects israeli resolve commitment against terror these terrorists ideology bleed israel make these satans bleed forever,positive
"that news says breaking rahul modi was chaiwalla turned maybe rahul some breaker
becoming ",positive
now modi has become synonyms possibility,neutral
"looks like this time the bhajap not even going bother with jumla promises new election strategy one like modi blah blah and buy tshirt
",positive
why running lakhs rahuls 72000 when modi never said about distributing lakhs dont believe charity but only hard work unlike brigade ,negative
those who are opposing modi and his policies are basically frustrated has set such high standard which will most difficult for all flock opportunistic opposition they consider power source wealth accumulation shame such and indians,negative
giving poor families 72000 year will make them more lazy and they will like baithe baithe sab mil raha hai kya karna kaam karke why dont give them employment like modi goverment did supporting entrepreneurship ,positive
governor has indian him who wishes see narendra modi again ,neutral
will next tweeting the promises made 2014 modi incl jobs economy black money lakhs failure modi govt creating jobs and everything else the crisis farmers are facing and modi’ recent gimmick 6000 handout farmers right ,negative
see they have got problem with every indian becaz they admire modi more than nehru gandhi dynasty now they have problems with shirts manufacturer those who wear next they want shut voice modi modi modi modi ,positive
most used used digital news platform anti modi yet oppn crying foul that media sold out govt what joke,positive
this guy will say anything get into power nothing their fake narratives against modi has worked expected has begun the free money story the one thing people cant resist believing free money hope sense prevails and they expel this snake oil seller,positive
modi still batting opening pair and very sound start and estimated cross 333 ,positive
sir where bjps development model bjp has announced the scheme before congress where were you then modi movie releasing just before elections why are you mum please dont selective even you support party please support with logic ,neutral
"check out chokal will provide professional resume writing service ats for egypt
europe uber china modi",positive
modi has come cropper will with raga this time the next time the next next time,neutral
your current myth new god ,positive
sir modi will lament one day for not doing any scam people india will never forget oust imandaar government for not giving any scam shame modi govt congress playing same game 2004 beware nrega2014 and this time minimum income guarantee,negative
"check out chokal will create and design your resume and cover letter for egypt
europe uber china modi",neutral
all the political parties are cheats you call rahul gandhi idiot also applies all including bjp leaders and modi modi promised lacs every account all indians get ,negative
you havent understood the scheme its top scheme upto 12000 but again you must enjoying 15lakh that modi gave you,positive
what modi has contributed india except spreading venom what makes enslaved railway ministry and airlines kya hai modi modi hai kya you people are just lickers,neutral
dont believe mamta banerjee believe chowkidar votes modi ,neutral
the last years what did modi mob lynching demonic demonization faulty gst implementation bank loots rafael scam deprived youths meaningful employment the list endless countless vote now strengthen the hands  ,positive
who takes interview idiot person but what can anjana modi kashyap she has lick,negative
"people also raised similar concerns when mnrega was introduced modi called monument congress incompetence
rest history will criticised
but truth congress has the capacity deliver period ",neutral
gdp calculations for 15lakhperson also please don’ biased man modi gandhieveryone announce these things attract people should question both,neutral
were also promised moon years back lack everyones account2 crore jobs every year farmers income doublereduce petrol diesel and gas pricesreduce inflationbring blackmoney from abroad instead modis friends looted and went abroad etc etc etc how many fulfilled,positive
and that accusation stops modi from being regarded dalaal how ,neutral
pappu will promise anything because knows going loose the election compelling modi make similar announcement that can bark later like lakh rupees account,positive
you will give 72000 thousand per year 6000 per month but skilled person will get min 15000 per monthmodi trying skilled the nations youth and you are going distribute free money win the are the pappu not the public,positive
yes from 2016 mission bhagiratha inauguration but praised modi govt said dont want anything else except blessings now cant blame centre for not giving this that,neutral
"respectable sir
myself from stent industry since last years dont know about good will others build new india but poor sales person like are always with you every bit our heart only telling modi patriotism
you are our todays netaji suvash chandra bose",positive
will now all constitutional body will campaign for bjp and modi this legal constitution india after kalyan singh remarks dont get surprised any things similar coming from rastrapati bhawan ,positive
reallymsbhaskari dont believe sobeing antimodi okay but supporting communist not okay,positive
cheap people like you who are already lost their mind andhbhkti can think with their own level modi giving salary from which using internet and livingfor your kind information our internet connection free and has charge till from 2013where are modi ,positive
waiting for modi jis declaration that they all who put chawkidaar their twitter handle will get salary their jan dhan account will get benefits too,neutral
please investigate the bank role this scam modi sir pless listen our agony and pain are victim crowd funding with false promises big developers like mantri bangalore urging for help,negative
just want highlightin hapur looking worst public transport buses even worst than tenure urge you have look the issue modi supporter ,negative
heres comparative account modi govts policy for income generation 1653 loans have been disbursed under mudra yojana and inr 723 lakh have been disbursed through the scheme now youve decide between freebies and encouragement for creation jobsincome,neutral
modi such visionary that made people open jan dhan accounts for rahul gandhi fulfill his promise ,neutral
what about fattu raga who contesting from wayanad kerala even modi fights from seats will win both but pappu gandy will lose amethi seat ,positive
goodafternoon modi till now seriously action not taken recently mob attack gurugram where sabka saat sabka vikas only with words you cant become good make awareness india with educationunity between all religions etc ,positive
"after modis tweet urging him spread voter awareness ashwin
ravichandran requests the let ipl players vote from wherever they are playing
",neutral
game changer for poor and flawed decision for modi lickers,negative
vodka will for modi one more term,positive
kanhaya stands against modi can still win such the power upright young men,positive
course the existing onerahul gandhi principled ethical person unlike modi who shameless jhumlebaz,positive
twitter trends 2014 were all favoring modi its lacking 2019 however favorable trend for opposition are few and far between,negative
"years congress good gov schools education system which cant give job
rti which exposed all congress corruptions but not single case bjp
only give right food but food plates
bootlickers still asking for job modi while they got right jobs from congress",positive
send modi heard congress guaranteeing minimum income ₹72000 instead ₹ 6000 bjp game changer,negative
iit iim aiims may named after modi comes back,neutral
after modi least yrs hopefully yrs down the lines hope get even better party for the country there are many ministers who have done amazing work their departments and doubt nitin gadkari great minister but dont see his chance being ,positive
rahul stupid and corrupt modi cunning and corrupt pick your choice,negative
economics history political science dharma were never his his familys forte preoccupation with power hence corruption confusion are means the end they were success with mpraj elections where confusionscst act freebies loan waivers worked ,positive
doctor aise stupid statementsquestions expect nai kia kab promise kia modi ,negative
guys are awesomea person tries take running bushis frins make fun sayng want live not when tries wait till bus coms stopthey make fun sayingr old fellowcant take running bus anything modi doesu have problem,positive
when modi declares 6000 for poor class that time why you don’ have any issues because you are chowkidarni whatever your boss tells you that only chowkidars ,negative
indiabarbarians kill others for eating carrying meatthe indian government thrives hate mongeringhospital staffers gangrape patient admitted icu sickgross despicable acts have become norm sick modi’ india the new indian express ,negative
benefit people what too concerned don’ have belief that rahulji will able last mile delivery but believe and can definitely vouch that ktr and modi are capable and can last mile delivery,positive
majority anti modi media promoting this without raising any question doubt about this lollipop congress bjp declare any benefits they will have debate for months encouraging people not work and get money where money will come from penalize tax payers ,neutral
modi gave him money gates dont fooled,neutral
save india from modi,neutral
video trailer launch the film narendra modi ,neutral
all the schemes modi are failures the government does not release correct statistics even the pradhan mantri housing scheme only completed even though they claim this from housing ministry website,neutral
better one more best option inform the people that all old rs500rs1000 which was banned modi allowed after you come power sure you would win the election but next india internal war certain and india just finished please have some mind you bastard,positive
"congress president shri announced
indias poorest will recieve 72000 per year5 crore families crore people benefit from thiswe are proud this landmark decisionmodi works for ambani
congress works for india",positive
person can after modi after that india will wither away divinity with him,neutral
civil war india evitable modi continue supporting hindus india than muslim assam and kashmir will rise and battle will not limited kashmir and whole hindustan will become battleground,positive
did modi fullfilled his promise where 2cr jobs,neutral
and that time modi insults farmer givng just 6000 year,neutral
modi lahar mein dubne wale fir you are going below this time well stop peddling lies and explain the math you have the guts you and your party have been fooling the poor for years the name poverty eleviation ,negative
"yes many lies rahul gandhi
only true person narendra modi got lakhs got ram mandir
now successful chowkidar",positive
governor under the strict governance modiji seeks governance modi again ,neutral
"lets leave aside what said said
sticking what modi said dont find evidence that promised put the bank acs indian citizens lacs cash end story",neutral
"dear taxpayers this why need make dynasts powerless
1theyre encouraging freebies politics
2theyre discouraging poor earn working hard
3theyre eyeing flourishing indian economy under modi
4theyre curse indian economy ",negative
genuinely dont get how she supports modi when she proclaims antifascist,positive
yeah ’ seems you voted modi for lac  jumla,neutral
actually congress found exactly the same mine threw which modi promised give lakhs each family last elections ,positive
nation dont believe chor khandan family they trust only one man modi you are sure why pilot project rajasthan punjab till date where congress ruling,positive
modi lakh really listen modi speech again else get well soon ,positive
aimims akbaruddin owaisi hyd yday ive seen twitter chowkidar narendra modihe should also mention chowkidar his aadhaar card passportwant not chaiwalapakodewalaif modi interestedhe should come meill offer him chowkidars capa whistle,neutral
paida kar naaaa who stopping you dont yogi and modi,neutral
stop spreading lies ₹ lakh every account was never promised modi,neutral
where were you and your fav actor before 2014 you have all the rights criticise the government but all the government not just modi govt was vocal then vocal now need not show that anyone period,neutral
congressi trolls unleashed abuse modi supporter women social media thats women empowerment  ,positive
modi 375 what say ,neutral
firtst time fake acharya telling the truth usually mocks only bjpmodi bhakts fatti,negative
please enjoy modi rule for the second timeand enjoy all the governments faku promises with non performance keep playing the congress comparison card both are bad the other  thanks,positive
mani shankar aiyyer calling modi neech was his personal comment sidhu making fun army was his personal capacity sam pitroda demeaning army was his personal comment sabka sab personal hai rahul gandhi kya bas pogo dekhne liye president bana hai,positive
modi really has some honesty left him should resign immediately,positive
lies that bjp leaders call the channels they speak anything against modi immediately trashes the claim and instead says who this actually what kind journalist you were ashutosh ⁦ ,positive
true men true promise modi jumla jai jai congress,positive
why are you ignoring home buyers why not solving the problems why allowing manipulate things with support banks,neutral
yes nobody believes narendra modi anymore and hence will vote for ,neutral
should change the chowkidar narendra modi salesman narendra modi,neutral
good roads railways airports metros ports will lead good businesses and higher economic activity need rich infrastructure instead individuals with little more money infact not support modis 6000 per year plan but this 72000 per year too much,positive
tdpmission150 should fulfilled and its need for the state unless economy vultures like jagan vijay sai are ready sell the state their personal cost get clean chit from cbi using modi ,positive
72000 per year will pay poor indian this not like how modi said about lakhs this announcement from rahul gandhi and rahul gandhi will surely soon becomes pmo india vote for congress,positive
not only mallya modi working bring looters back india from other nations ,negative
now the nyay scheme will decide that modi government comes full majority has relay his alliance partners for 272 the magic figure,positive
air india withdraws boarding passes with modi’ photo amid controversy ,neutral
how below you will congress ghandhi nakli khandan totally exposed country nothing will work only modi required for this country,neutral
you still expect from mrmodiyour perseverance and positive thinking are exemplary,positive
disagree with good what they modi amazing marketing salesmanship oberoi good underhand money,positive
itis april modi will address mysuru,neutral
not sure rahul knows where the money will come from when modi promised lakhs everyone least lied that the money would come from swiss bank accounts  wah modiji wah ,negative
phew thank god whichever god you choose thank  air india withdraw boarding cards with picture modi times india via ,neutral
modi calls for its hindu girls after closing their state terrorism kashmir and other areas india ,negative
why play both sides usualjust save your journalistic ass was modi you would have said will gamechanger and rewrite history,positive
was the same logic when modi promised 15lakhs everyone’ bank accounts,neutral
"akbar lone says pakistan zindabad jds tells cadres pelt stones bjp rallies break their jaws all this mahatyohaar for but they will not allow cards with modi printed them
odds against getting bigger",neutral
"raga manifesto
what modi govt manifesto gai gobar",neutral
1st all sorry forgot write likes and not anti modi fact modi failed leader turning blind eye his failures jobs fact not fit had better options,negative
china welcomes khan exchanging greetings ,neutral
the you can meet nirav modi and vijay mallya,neutral
two nation theory was never more relevant under modis india cant you see saffron goons killing and beating people just for their faiths creation pakistan was right decision and wish you live long enough witness more divisions india same principle,positive
have massive problems with the bjp with modi but the congress planning turn india into failed socialist nation can longer even think about giving congress chance this cost can this party come power ,negative
president vice president governor and himself are all appointee narendre modi and amitshah all are from rss bjp vhp what expect them they dont have any dignity the office the post they hold they dont follow obey any constitution india,neutral
journos who become economists ask how will funded every modi scheme have gone dumb suddenly,negative
brother modi maarwari and also politician also needs money for election  modi hatao desh bachao,neutral
majority anti modi media promoting this without raising any question doubt about this lollipop congress bjp declare any benefits they will have debate for months encouraging people not work and get money where money will come from penalize tax payers,neutral
"rrr just called was asking how defend this told him relax right now this the only way can counter fooling poor rest will see once form the govt
",negative
they will rely heavily the working class taxes anyone refuses wont surprised they make some draconian laws punish them they just need few terms desperately until modi out age limits also the reason bjp needs power for the next terms ,negative
amatya sen was deliberately put anti modi,neutral
farmers are better than ever now mark mafi was shit act congress hey you compare modi and rahul don’ wanna talk because can’ compare modi with rahul gandhi kind shit,positive
